ID,segmento
6988,em_risco
4472,promissores
6991,em_risco
3336,em_risco
4301,novos_consumidores
1940,promissores
1272,fieis
1388,potenciais_fieis
1044,fieis
6969,em_risco
10479,em_risco
3619,campeoes
1715,prestes_a_dormir
10159,n_podem_perder
1463,novos_consumidores
5114,potenciais_fieis
4990,em_risco
4329,prestes_a_dormir
10936,em_risco
4692,potenciais_fieis
7212,hibernando
6086,n_podem_perder
437,fieis
11171,em_risco
11101,campeoes
5329,promissores
610,em_risco
9384,fieis
5956,em_risco
10430,potenciais_fieis
7875,fieis
7072,em_risco
6255,potenciais_fieis
6516,promissores
5564,fieis
5682,campeoes
7458,potenciais_fieis
5237,hibernando
7761,hibernando
5278,em_risco
3560,fieis
7235,potenciais_fieis
10548,fieis
2281,promissores
4073,campeoes
6974,n_podem_perder
7938,em_risco
7094,n_podem_perder
3667,fieis
7723,fieis
3870,fieis
4012,fieis
5909,potenciais_fieis
10470,potenciais_fieis
6488,hibernando
10270,potenciais_fieis
6887,fieis
6406,campeoes
7573,novos_consumidores
4508,em_risco
221,hibernando
5331,campeoes
1911,campeoes
20,hibernando
8786,precisam_atencao
10582,campeoes
1915,fieis
8897,campeoes
2371,potenciais_fieis
4303,hibernando
6825,hibernando
1072,hibernando
4964,em_risco
2461,hibernando
10736,fieis
3194,em_risco
10839,prestes_a_dormir
49,promissores
4290,novos_consumidores
10219,prestes_a_dormir
4211,novos_consumidores
1135,hibernando
6299,fieis
10846,fieis
347,potenciais_fieis
6543,precisam_atencao
10446,fieis
3479,prestes_a_dormir
11075,potenciais_fieis
4442,hibernando
199,potenciais_fieis
6722,em_risco
796,campeoes
3749,fieis
8523,potenciais_fieis
310,em_risco
8629,hibernando
236,hibernando
9930,campeoes
3483,n_podem_perder
4599,em_risco
7326,hibernando
7352,potenciais_fieis
2350,em_risco
9145,fieis
2964,novos_consumidores
5585,novos_consumidores
9687,potenciais_fieis
3732,n_podem_perder
6303,n_podem_perder
11176,campeoes
2986,hibernando
7462,em_risco
3900,fieis
7034,promissores
9493,campeoes
1143,prestes_a_dormir
1,campeoes
3855,hibernando
5536,em_risco
5989,fieis
9499,em_risco
6768,hibernando
2150,n_podem_perder
6646,promissores
4887,hibernando
8560,em_risco
3321,fieis
11003,novos_consumidores
10402,hibernando
9904,fieis
6141,precisam_atencao
5687,n_podem_perder
10856,prestes_a_dormir
5121,fieis
4186,potenciais_fieis
368,em_risco
3312,potenciais_fieis
11121,hibernando
5332,campeoes
5848,fieis
10343,fieis
5935,em_risco
2895,hibernando
10262,hibernando
7848,potenciais_fieis
9477,campeoes
4856,fieis
7186,prestes_a_dormir
5794,potenciais_fieis
1456,fieis
4877,novos_consumidores
425,em_risco
3007,prestes_a_dormir
1031,campeoes
4297,hibernando
807,potenciais_fieis
9553,hibernando
4271,em_risco
4120,em_risco
2036,potenciais_fieis
115,potenciais_fieis
4259,hibernando
8687,precisam_atencao
2447,hibernando
10140,fieis
9353,em_risco
3623,prestes_a_dormir
738,potenciais_fieis
7631,fieis
4789,em_risco
773,em_risco
10602,potenciais_fieis
1446,campeoes
3270,hibernando
8443,potenciais_fieis
9653,novos_consumidores
8916,hibernando
8017,hibernando
5830,n_podem_perder
4597,em_risco
7023,em_risco
8086,promissores
8825,fieis
2930,campeoes
1928,hibernando
7108,precisam_atencao
10925,n_podem_perder
9960,prestes_a_dormir
8800,fieis
9224,n_podem_perder
5519,campeoes
5046,n_podem_perder
7037,precisam_atencao
905,potenciais_fieis
8624,em_risco
8945,prestes_a_dormir
6445,em_risco
2727,potenciais_fieis
6404,potenciais_fieis
11074,em_risco
10150,campeoes
1968,promissores
6534,hibernando
9485,potenciais_fieis
7053,n_podem_perder
4654,fieis
9760,fieis
1048,potenciais_fieis
10619,fieis
9308,precisam_atencao
10505,em_risco
8362,campeoes
2625,potenciais_fieis
4637,n_podem_perder
9972,promissores
4483,em_risco
4487,hibernando
4988,prestes_a_dormir
8931,n_podem_perder
5871,em_risco
2008,em_risco
3139,fieis
10037,em_risco
10673,campeoes
5303,fieis
538,hibernando
7922,fieis
5692,hibernando
4843,em_risco
6383,hibernando
1628,fieis
1204,fieis
3673,fieis
760,campeoes
8957,precisam_atencao
4128,fieis
6810,em_risco
5386,em_risco
8700,hibernando
3202,em_risco
1328,fieis
8405,em_risco
6515,hibernando
2882,potenciais_fieis
7574,hibernando
6387,potenciais_fieis
5320,potenciais_fieis
5048,prestes_a_dormir
8146,hibernando
10031,prestes_a_dormir
5748,em_risco
2134,em_risco
1523,potenciais_fieis
9665,precisam_atencao
4640,n_podem_perder
3635,em_risco
3547,novos_consumidores
2456,hibernando
5633,precisam_atencao
7801,em_risco
10489,fieis
7011,prestes_a_dormir
2620,prestes_a_dormir
3933,fieis
10981,fieis
1734,potenciais_fieis
10995,potenciais_fieis
6357,potenciais_fieis
9209,n_podem_perder
10286,campeoes
2611,em_risco
1600,em_risco
3308,prestes_a_dormir
5407,n_podem_perder
2166,prestes_a_dormir
6634,hibernando
3056,n_podem_perder
5718,campeoes
6872,precisam_atencao
8164,campeoes
4580,fieis
9305,n_podem_perder
453,novos_consumidores
8545,campeoes
9850,promissores
7378,fieis
7646,em_risco
1640,prestes_a_dormir
5184,hibernando
8492,fieis
11188,hibernando
1212,campeoes
9097,potenciais_fieis
10473,fieis
7962,potenciais_fieis
9984,fieis
5527,promissores
6374,precisam_atencao
7453,precisam_atencao
8952,n_podem_perder
241,fieis
8975,prestes_a_dormir
6119,prestes_a_dormir
5236,fieis
5723,hibernando
1710,precisam_atencao
1970,potenciais_fieis
5313,potenciais_fieis
10634,precisam_atencao
7010,fieis
8562,em_risco
3158,novos_consumidores
4436,potenciais_fieis
5287,hibernando
2445,hibernando
6059,em_risco
4550,prestes_a_dormir
4240,hibernando
8911,campeoes
3706,prestes_a_dormir
3628,hibernando
10175,novos_consumidores
8985,fieis
5204,fieis
9220,fieis
9888,potenciais_fieis
5263,hibernando
1020,em_risco
9503,em_risco
10613,prestes_a_dormir
67,potenciais_fieis
6019,novos_consumidores
5863,em_risco
3717,em_risco
6730,hibernando
10749,hibernando
4998,em_risco
6287,novos_consumidores
5985,potenciais_fieis
4754,hibernando
4002,campeoes
8870,em_risco
966,em_risco
4767,fieis
9725,novos_consumidores
4475,n_podem_perder
5740,novos_consumidores
5731,hibernando
7290,em_risco
3846,em_risco
8104,potenciais_fieis
4507,n_podem_perder
11013,em_risco
4491,campeoes
3759,fieis
1162,fieis
2055,promissores
10766,fieis
4415,novos_consumidores
3005,campeoes
2223,fieis
4817,hibernando
2875,n_podem_perder
10536,hibernando
11112,fieis
3807,em_risco
9197,hibernando
10832,potenciais_fieis
6421,fieis
4207,fieis
577,novos_consumidores
10855,potenciais_fieis
3081,hibernando
3535,em_risco
247,potenciais_fieis
8707,potenciais_fieis
9523,hibernando
6072,campeoes
6295,fieis
10914,novos_consumidores
1509,n_podem_perder
5577,hibernando
7348,campeoes
1127,em_risco
1833,hibernando
4944,fieis
9080,potenciais_fieis
6466,potenciais_fieis
9964,precisam_atencao
4790,precisam_atencao
10245,em_risco
1109,promissores
6001,n_podem_perder
5538,em_risco
10552,potenciais_fieis
1545,em_risco
7409,em_risco
4444,promissores
146,em_risco
6271,novos_consumidores
10065,potenciais_fieis
4741,campeoes
246,em_risco
375,em_risco
1524,potenciais_fieis
10022,hibernando
7451,fieis
11010,hibernando
4356,em_risco
3885,novos_consumidores
1175,potenciais_fieis
880,prestes_a_dormir
2320,em_risco
850,campeoes
4713,potenciais_fieis
675,em_risco
5025,potenciais_fieis
2308,precisam_atencao
5995,precisam_atencao
6749,em_risco
1010,hibernando
8977,prestes_a_dormir
4756,fieis
3412,em_risco
606,hibernando
5961,promissores
2975,n_podem_perder
2894,em_risco
7613,em_risco
10542,hibernando
8015,em_risco
10617,potenciais_fieis
11166,em_risco
849,em_risco
523,prestes_a_dormir
4066,hibernando
8414,hibernando
819,n_podem_perder
4961,prestes_a_dormir
749,potenciais_fieis
5430,campeoes
7755,em_risco
10525,prestes_a_dormir
1453,fieis
8310,n_podem_perder
10710,hibernando
5031,campeoes
2613,potenciais_fieis
213,hibernando
967,campeoes
1077,precisam_atencao
7959,potenciais_fieis
640,n_podem_perder
4252,em_risco
8432,campeoes
6218,em_risco
6905,fieis
5922,precisam_atencao
3598,fieis
6116,novos_consumidores
6263,potenciais_fieis
10486,fieis
2410,em_risco
193,hibernando
3363,hibernando
8278,potenciais_fieis
10660,em_risco
8686,hibernando
1604,em_risco
5907,promissores
10669,potenciais_fieis
2918,hibernando
5735,fieis
359,fieis
8387,em_risco
1829,fieis
3839,hibernando
9392,novos_consumidores
2292,hibernando
10466,hibernando
9855,fieis
4088,potenciais_fieis
5231,novos_consumidores
590,potenciais_fieis
8732,n_podem_perder
2315,prestes_a_dormir
3515,hibernando
2245,prestes_a_dormir
6283,n_podem_perder
2246,hibernando
6606,campeoes
5545,em_risco
7342,campeoes
837,potenciais_fieis
9500,em_risco
3602,prestes_a_dormir
234,hibernando
2995,em_risco
1118,em_risco
7789,n_podem_perder
3068,novos_consumidores
8955,prestes_a_dormir
945,prestes_a_dormir
5644,em_risco
7192,fieis
2324,campeoes
697,em_risco
3439,em_risco
1506,potenciais_fieis
232,campeoes
8876,prestes_a_dormir
4500,fieis
9739,prestes_a_dormir
10395,potenciais_fieis
1176,prestes_a_dormir
1627,n_podem_perder
938,promissores
2740,hibernando
257,em_risco
4058,n_podem_perder
7736,promissores
8210,em_risco
833,hibernando
6230,prestes_a_dormir
7325,hibernando
1307,potenciais_fieis
1502,hibernando
6211,prestes_a_dormir
843,fieis
4174,hibernando
9757,n_podem_perder
6918,prestes_a_dormir
286,prestes_a_dormir
11086,novos_consumidores
1921,hibernando
4138,n_podem_perder
7718,potenciais_fieis
1291,em_risco
4136,hibernando
803,hibernando
4298,hibernando
10833,fieis
9606,em_risco
8534,fieis
5153,n_podem_perder
961,em_risco
5011,fieis
6653,em_risco
9094,potenciais_fieis
810,fieis
5493,promissores
2147,n_podem_perder
5107,promissores
3979,em_risco
6049,n_podem_perder
8147,prestes_a_dormir
1857,novos_consumidores
3910,em_risco
5207,fieis
11114,hibernando
5429,potenciais_fieis
9400,em_risco
1740,potenciais_fieis
7488,fieis
195,potenciais_fieis
635,fieis
7527,hibernando
10319,fieis
2296,novos_consumidores
10637,hibernando
2931,n_podem_perder
907,potenciais_fieis
3698,campeoes
9516,n_podem_perder
679,prestes_a_dormir
7384,potenciais_fieis
5043,em_risco
5267,prestes_a_dormir
339,em_risco
2516,hibernando
9010,n_podem_perder
378,em_risco
4808,novos_consumidores
5068,hibernando
7628,potenciais_fieis
7128,hibernando
2811,promissores
3551,potenciais_fieis
1663,hibernando
5543,fieis
1577,potenciais_fieis
10641,potenciais_fieis
5336,promissores
6024,em_risco
1878,hibernando
3099,precisam_atencao
6055,em_risco
5841,n_podem_perder
3972,em_risco
4394,fieis
5758,fieis
6658,fieis
4603,fieis
8427,n_podem_perder
10260,em_risco
7143,campeoes
8789,em_risco
6197,potenciais_fieis
4554,em_risco
4937,hibernando
1920,prestes_a_dormir
8749,hibernando
1650,campeoes
10377,potenciais_fieis
9206,fieis
10971,potenciais_fieis
6398,potenciais_fieis
9212,campeoes
7937,hibernando
839,prestes_a_dormir
4246,novos_consumidores
158,campeoes
4832,hibernando
5621,potenciais_fieis
1945,campeoes
5147,fieis
2535,fieis
11039,precisam_atencao
9495,fieis
9635,potenciais_fieis
2173,promissores
942,potenciais_fieis
9386,em_risco
5510,potenciais_fieis
873,campeoes
2253,novos_consumidores
5181,prestes_a_dormir
979,potenciais_fieis
10390,promissores
4698,potenciais_fieis
7793,campeoes
1745,em_risco
10590,n_podem_perder
5080,campeoes
8369,promissores
5232,potenciais_fieis
2407,campeoes
3834,fieis
7912,hibernando
7712,em_risco
1065,em_risco
7275,potenciais_fieis
1343,fieis
1384,novos_consumidores
9967,potenciais_fieis
6181,fieis
10507,potenciais_fieis
2674,em_risco
2698,precisam_atencao
3231,hibernando
4096,potenciais_fieis
10476,potenciais_fieis
5948,em_risco
9140,hibernando
10258,hibernando
5675,em_risco
4743,n_podem_perder
8805,potenciais_fieis
1542,potenciais_fieis
6770,novos_consumidores
8773,potenciais_fieis
10475,potenciais_fieis
10420,prestes_a_dormir
7514,hibernando
2902,hibernando
4345,prestes_a_dormir
793,promissores
10909,campeoes
3769,novos_consumidores
8702,novos_consumidores
4791,promissores
2963,fieis
8216,potenciais_fieis
8140,prestes_a_dormir
10146,novos_consumidores
5289,promissores
2587,promissores
4405,campeoes
8663,hibernando
2589,hibernando
3421,n_podem_perder
10490,potenciais_fieis
4094,em_risco
9958,fieis
2534,potenciais_fieis
4188,precisam_atencao
6613,fieis
10827,prestes_a_dormir
5491,em_risco
8402,fieis
8783,precisam_atencao
10010,prestes_a_dormir
618,campeoes
9121,precisam_atencao
361,hibernando
4310,fieis
2678,hibernando
6376,em_risco
524,prestes_a_dormir
10341,prestes_a_dormir
5654,promissores
4098,potenciais_fieis
5824,novos_consumidores
7000,campeoes
2561,fieis
5229,hibernando
4086,hibernando
2428,potenciais_fieis
8254,prestes_a_dormir
2836,hibernando
8418,hibernando
1362,em_risco
7152,hibernando
10033,prestes_a_dormir
9349,n_podem_perder
274,hibernando
3388,potenciais_fieis
922,hibernando
8588,em_risco
2518,novos_consumidores
574,hibernando
3220,potenciais_fieis
5967,hibernando
1183,novos_consumidores
6856,hibernando
4530,fieis
1553,n_podem_perder
4682,em_risco
8204,em_risco
5221,n_podem_perder
1232,fieis
1927,precisam_atencao
5788,prestes_a_dormir
6652,fieis
6246,fieis
5975,hibernando
6875,potenciais_fieis
4399,potenciais_fieis
4042,hibernando
2157,prestes_a_dormir
10133,campeoes
2525,em_risco
8233,campeoes
9483,fieis
2945,promissores
10403,prestes_a_dormir
5074,novos_consumidores
10524,fieis
4690,fieis
7521,fieis
7196,promissores
4406,fieis
9672,hibernando
4864,hibernando
4706,hibernando
4070,em_risco
25,campeoes
3697,potenciais_fieis
217,n_podem_perder
4220,potenciais_fieis
5286,hibernando
9559,n_podem_perder
2849,fieis
7787,em_risco
3102,promissores
5868,prestes_a_dormir
8370,fieis
9988,n_podem_perder
2939,em_risco
5529,precisam_atencao
9743,n_podem_perder
5763,em_risco
3478,campeoes
7494,potenciais_fieis
1763,n_podem_perder
7250,fieis
2005,hibernando
10770,n_podem_perder
6885,promissores
2072,potenciais_fieis
9463,campeoes
6318,fieis
4093,em_risco
5751,prestes_a_dormir
3340,precisam_atencao
3594,em_risco
3584,fieis
3643,em_risco
851,fieis
7706,n_podem_perder
3967,campeoes
10128,fieis
486,fieis
9,hibernando
9451,n_podem_perder
9264,campeoes
3865,potenciais_fieis
2853,em_risco
1490,n_podem_perder
6310,potenciais_fieis
10380,prestes_a_dormir
3887,novos_consumidores
4278,em_risco
8643,fieis
1998,hibernando
10795,novos_consumidores
2408,fieis
202,fieis
7998,hibernando
830,potenciais_fieis
